cliente_id,nombre,genero,edad,region,fecha_registro
952,"Sarah Thompson",F,38,Cusco,2025-01-29
953,"Renee Wolfe",F,59,"Lima Metropolitana",2024-02-08
954,"Alyssa Haynes",F,22,Arequipa,2023-09-23
955,"Kristy Hart",M,46,Arequipa,2024-03-28
956,"William Keith",M,47,Chiclayo,2025-01-08
957,"Eric Henry Jr.",F,61,Arequipa,2024-12-05
958,"Daniel Fox",M,51,Chiclayo,2023-09-04
959,"Thomas Harris",F,40,Arequipa,2024-10-16
960,"Mitchell Sellers",M,26,Cusco,2023-12-27
961,"Erica Johnson",M,67,Chiclayo,2023-07-01
962,"Sylvia Schroeder",F,53,Trujillo,2024-11-17
963,"Shannon Yu",F,58,Trujillo,2024-02-24
964,"Tom Foster",F,55,Arequipa,2023-05-15
965,"Eric Taylor",M,29,Trujillo,2025-03-28
966,"Travis Conner",M,67,Arequipa,2024-08-12
967,"Marie Thompson",M,26,Arequipa,2025-01-18
968,"Melissa Mcfarland",M,45,Trujillo,2024-09-12
969,"Courtney Chapman",F,50,Trujillo,2024-07-09
970,"Eric Barker",F,21,"Lima Metropolitana",2023-07-13
971,"Nicholas Rush",M,25,Chiclayo,2024-11-28
972,"Jenna Gamble",M,51,Arequipa,2025-03-01
973,"Amanda Guzman",M,27,Trujillo,2024-03-23
974,"Tracy Walker",M,37,Chiclayo,2024-03-29
975,"Taylor Taylor",F,28,Trujillo,2024-09-01
976,"Cynthia Haas",F,28,Trujillo,2024-07-09
977,"Stephen Davis",F,38,"Lima Metropolitana",2024-05-04
978,"Margaret Tanner",F,63,Arequipa,2023-07-22
979,"Derek Wright",M,32,Arequipa,2024-04-30
980,"David Rodriguez",F,40,Cusco,2023-04-12
981,"James Oconnor",M,51,"Lima Metropolitana",2024-05-24
982,"Stacey Snyder",F,36,Chiclayo,2024-10-31
983,"Joshua Garcia",F,23,"Lima Metropolitana",2023-05-16
984,"Sean Curtis",F,34,Chiclayo,2024-06-11
985,"Carla Jones",M,30,Arequipa,2025-04-04
986,"Elizabeth Flores",F,58,Cusco,2024-03-10
987,"Angela Jackson",M,53,Cusco,2025-01-19
988,"Nicholas Payne",F,35,Arequipa,2024-07-06
989,"Anna Wheeler",F,26,Trujillo,2024-04-18
990,"Karen Johnson",M,58,"Lima Metropolitana",2025-03-26
991,"Carmen Preston",F,37,Cusco,2024-05-07
992,"Brian Harris",M,57,Trujillo,2024-12-05
993,"Michael Bowen",F,52,Chiclayo,2025-03-24
994,"Deborah Campbell",F,23,Cusco,2025-03-15
995,"Anthony Armstrong",M,50,Chiclayo,2023-08-24
996,"Brittany Ward",F,59,Trujillo,2024-09-27
997,"Edward Stanley",F,28,Chiclayo,2024-07-01
998,"Christina Johnson",M,55,Trujillo,2023-08-21
999,"Edgar Miller",M,55,Chiclayo,2024-10-27
1000,"Elizabeth Sanders",F,27,"Lima Metropolitana",2025-01-01
